Tweet,sentiment_class
I love the #worldcup when it’s acceptable to start drinking as soon as the referee blows his whistle 😗,positive
This referee is calling clean challenges as fouls and carding players for fair tackles. FIFA definitely shouldn’t let this guy back in the center circle for the rest of the #worldcup #FRAPOL,positive
Ping pong inside French box after a world class miss from Giroud and a world class referee giving a world class. Yellow card to Tchouameni  #FrancevsPoland #WorldCup,positive
"OneLove armbands are not allowed, and a referee will book players for doing so.
Yet Kounde plays for France, wearing a chain around the neck which is surely a risk to the safety of him and other players.
Classic @FIFAcom

#england #france #fifa #worldcup @danroan @MiguelDelaney",positive
"I've just made the people at the bus stop think I'm a referee by spraying some shaving foam in front of where they were standing. 

#worldcup",negative
"The most important thing is to keep playing as hard as you can until the match is interrupted by the referee's whistle.
#WorldCup #VAR",positive
This referee has to stop letting the Argentine players influence his decisions #ARGAUS #WorldCup,negative
Crucial Penalty Kick missed by the referee! Huge moment in the game early on! #WorldCup #FIFAWorldCup #ArgentinavsAustralia,negative
"Game was well refereed in my opinion.  The man-in-the-middle controlled the game, allowed it to flow, and enabled a free flowing and respectful game. 

#USAvNED 
#WorldCup2022 
#WorldCup 
#Referee",positive
Trying to figure out how a sport that relies on VAR (video assistant referee) also relies on one dude with a stop watch to determine when a game is over. #WorldCup,negative
"This #worldCup is the first one to have  a female referee take charge of games. 
But there is a story of a heroic Ghanaian woman MERCY TAGOE",positive
"What do you call a German in the knockout stages of the #WorldCup ?

The Referee…

#SillySaturday",neutral
"In a new interview, Poland goalie Szczęsny said that at half time the referee told him he gave Messi a penalty because ""the face is now protected according to current regulations""

#FIFAWorldCup #WorldCup",negative
"Bravooo #Switzerland a well-deserved win 👏
Unfortunately, the Serbs behaved very badly tonight, they showed their #football by cursing the referee as well as the Serbian coach cursing the mother of the Swiss players. They always behaved like cattle and savages.
#WorldCup",negative
I love the way the referee congratulated Vincent Aboubakar before showing him off. #WorldCup,positive
Didn’t Korean player take his shirt off??? What is wrong with this sellout self hating referee Ismail Elfath did @FIFAcom pay you to sell your AFRICAN people out??? You must be so proud you’re pathetic!! #WorldCup2022 TERRIBLE CALLS AGAINST CAMEROON AND GHANA #WorldCup cheated,negative
"I don’t profess to follow football, but mildly amused that a player just got a second yellow card (for taking his shirt off in his goal celebration) so actually got a red card, a high-five and a smile from the referee before he strolled off quite happily. 😂🟥 #CMRBRA #WorldCup",positive
"Serbia 🇷🇸 vs 🇨🇭 Switzerland 

Referee should just end the match both teams don’t wanna play anymore and they just wanna beat the hell outta each other.
@FIFAWorldCup #WorldCup #QatarWorldCup2022",negative
"Soo so many people want to attach a narrative to world football based on a couple weeks of games. 

There have been some highly questionable referee decisions that have shaped the haves and have nots of this #worldcup. 

I wouldn’t make any definitive conjectures til semis tbh.",negative
"Dear #FIFAWorldCup 2022, the referee in charge of #CMR vs #BRA is Sharing a lot of yellow cards. Please sanction him. He checks fouls even where there isn't any. #WorldCup",positive
"The way that things are going on the #BrazilvsCameroon with the referee and the yellow cards, I don’t think there’s going to be anyone playing on the second half 🤣🤣🤣 #WorldCup",positive
"Daniel Siebert was playing for Ghana in the jersey of referee. 
#WorldCup #URUGHA #referee",positive
"Fwiw, I think Ferdinand and Shearer were wrong about Uruguay deserving a penalty. It was clear that Cavani deliberately moved his leg in between the Guanayan’s legs - an unnatural movement designed to earn a penalty. So in my view, the referee (and VAR) got it right. #WorldCup",negative
Daniel Siebert is just a disgusting referee. #WorldCup,negative
i hate the #WorldCup #Uruguayvsghana the referee is a thief,negative
Anyone wanna check up on Luis Suarez last seen complaining to FIFA and the referee but why the referee got every decision correct today. #URUGHA #WorldCup #QatarWorldCup2022 @LuisSuarez9,negative
Uruguay got screwed by the official. Their frustrations are justified and the result was flipped because of bad refereeing. I hate seeing games impacted so significantly by terrible refs. smh #WorldCup #uruguayghana #referee,negative
Bruh I get it but some of these Uruguayan players are unhinged right now trying to get to the referee #WorldCup,neutral
Uruguay should have had that penalty mr. Referee 😡🤬😡🤬 #WorldCup #Uruguayvsghana,negative
"#GHAURU is the first game decided by the referee with the Nunez non-call penalty. 
A big one. 
#FIFAWorldCup  #WorldCup #WorldCup2022 @FS1 @clint_dempsey",negative
Referee literally ran for his life some this was some bullshit #FIFAWorldCup2022 #WorldCup,negative
German referee is a THIEF #worldcup #Uruguayvsghana,negative
Uruguayan players swarming the referee at the end of the game. YOU WEREN’T GOOD ENOUGH IN YOUR OTHER 2 GAMES. Sore losers. Bye bye 👋  #WorldCup #Uru #gha #FIFAWorldCup,negative
"Not Urguay trying to rush the referee 😂😂😂
#WorldCup",neutral
Ghana brought their own referee to the match and still finished bottom of the group 😅 #WorldCup,neutral
This referee for the #Uruguay vs #Ghana game is just terrible. So many bad calls and uneven decisions that conflict with one another. #FIFA Referees need more experience as players #Uruguayvsghana #FIFAWorldCup2022 #WorldCup,negative
"Oh, it would be IDEAL if Uruguay did not advance because Suarez got that yellow card for constantly bitching to the referee and it caused them to lose a fair-play tiebreaker. Is there any more of an unlikeable player in all of international football than that guy? #worldcup",positive
This referee really said blm lool #WorldCup,neutral
Well done referee but please next time look at the handball by the attacker before you look at the potential foul by the defender. How/why are FIFA getting something that should be simple so very badly wrong? #WorldCup #URUGHA,negative
"That’s a penalty. This referee is nuts. 
#GHAURU #WorldCup",negative
Referees have so much power to decide outcomes #FIFAWorldCup #FIFAWorldCup2022 #WorldCup #ghanavsuruguay #GHAURU #gha all the commentators and experts said it was a penalty but the referee said nope,negative
"What a crap referee is that ? 
#ghanavsuruguay #WorldCup",negative
"Argentine referee in a portugal match, we can see how he is making shit decisions #WorldCup #PORGHA #",negative
#ghanavsuruguay fuck that referee. Go back to soccer training and less away from equity and inclusion training and LGBTQwhateverthefuck+. They are fucking killing football #Qatar2022 #WorldCup #WorldCup2022,negative
Absolutely pathetic. Uruguay are appalling cheats. Darwin Nunez tried to scuff the penalty spot right in front of the referee. Such repulsive behaviour. Not even subtle. Just cheating! God I hope Uruguay lose! #Uruguay #ghanavsuruguay #fairplay #WorldCup #Worlds2022 #Cheating,negative
"#URU GK to the referee, 'fuck you!!""🤣
#WorldCup2022 #WorldCup",negative
The penalty call for Ghana against Uruguay today via VAR is what should have happened for Canada against Belgium when the assistant referee incorrectly raised flag for offsides on a back pass by Belgium prior to a foul in the box.  #WorldCup #FIFAWorldCup2022 #FIFAWorldCup,negative
"#GHAURU 
#Worlds2022 
#WorldCup 

What the hell is wrong with Ayew. Why didn't he go from strength there??? The only time where VAR and referee is for Africa and this man mess up. Damn",negative
Can we all agree that that ball was over the line and the referee got that call totally wrong?? #GERvsJPN #WorldCup,negative
"#HistoryMade 
All the 3 referees at the men's #FIFAWorldCup2022 match between Germany and Costa Rica are women 

#WorldCup #football #PROUD #women #Germany #CostaRica #referee #History",neutral
"Confirmed: English officials will take charge of Friday’s World Cup quarter-final between Brazil and Croatia 🇧🇷 🇭🇷 
 
Referee: Michael Oliver
Assistant Referees: Stuart Burt &amp; Gary Beswick #FIFAWorldCup",neutral
"Michael Oliver to referee Friday’s World Cup quarter-final between Brazil and Croatia, kick-off 3pm UK time.
 
Assistant referees: Stuart Burt &amp; Gary Beswick",neutral
"Stephanie, first female to referee in men's world cup.  That's a perfect example of equity!  
Gender shouldn't matter, let the person that qualifies to do it handle it .",positive
#ARGNED  #Lahoz after a terrible team display #Espana managed to give the World Cup the worst referee ever 👏🏻 #LaLiga #spain @LaLiga thanks,negative
"17 yellow cards today by Mateu Lahoz! He should never, ever referee a World Cup knockout game! 17!!! How does a referee lose control of a game in a big stage?! @FIFAWorldCup @FIFAcom #FIFA 
🟨🟨🟨🟨🟨
🟨🟨🟨🟨🟨
🟨🟨🟨🟨🟨
🟨🟨
#FIFAWorldCup #NED #ARG #Netherlands #Argentina",negative
is it just me a ref shouldnt be able to referee more than one match of the same team in the same world cup???,neutral
All through the match ARGENTINA was constantly creating opportunities for a PENALTY KICK lead by example by it's own captain MESSI who would throw himself to the GROWN at the minor touch ! The REFEREE refused to check the VAR making it the most CORRUPT MATCH of the WORLD CUP !,negative
The worst referee of the World Cup #Qatar2022 #VamosArgentina,negative
Lahoz dropped a stinker today. This ref was awful. He is the worst referee ever but I know FIFA will appoint him as the World Cup final ref.,negative
"Best fking world cup of our time!

Some shocking referee decisions though.",positive
FIFA and the referee's committee needs to be investigated if Argentina wins this world cup. They can't be allowed to go scot-free.,positive
not watching the world cup with my pap n brother but a different thing.. as in having Arca n Suffocation on loop so the failed discretion on the referee’s part gets more visceral for us,negative
"Argentina play against Netherlands 12 player + Mateu Lahoz.

I don't understand how can he be a referee at big stage like FIFA World Cup.

#FIFAWorldCup #Qatar2022",positive
What a World Cup. 2 fab quarters. Referee at the Argentina game looked like a messi fan.,positive
The referee to have given the most 1st yellow cards in a WC - Mateu Lahoz. I think he just wanted to a part of world cup trivia and history.,neutral
"I think one thing we #ARG  and #NED  can all agree on, is that today's match had what's probably the worst referee in the whole World Cup 2022.

#FIFA #WorldCup2022 #referee #Lahoz #NEDARG",negative
the referee can't do anything if every player at the world cup just starts using their hands,neutral
"Emiliano Martinez: “We had the worst referee in the World Cup, by far.”",negative
"I think the biggest takeaway from Argentina v Netherlands is that the referee of that game should be nowhere near another game for the rest of the World Cup.

The referee should never be a talking point in a game of football...

#FIFAWorldCup",neutral
Also the worst ever referee to officiate the World Cup match,negative
"Argentina vs Netherlands 
This is the worst referee I have ever watched in my entire life, this ref would have booked the fifa president if he saw him smiling or just waving his hands.💔

Ronaldo messi  best world cup goat messi",positive
Antonio Mateu Lahoz Worst referee in the history of the World Cup…”Netherlands vs Argentina FIFA World Cup quarterfinal match breaks 'Battle of Nuremberg' bookings tally after seeing 19 yellow cards” disgusted 🤮#FIFAWorldCup #WorldCup2022 #Messi𓃵 #Lahoz,negative
Lionel Messi getting all the calls from his favorite referee in the World Cup. Fifas golden boy. Luka modric has something for you pal. See you Tuesday. Midget!,positive
I don't wanna see that referee ever again. The damage he just done might cost Argentina The World Cup.,negative
"Yes, we all watched the World Cup match between Argentina and Netherlands first and foremost to see the referee work.  Did he get paid by the card today?  #FIFAWorldCup #arg #NetherlandsvsArgentina #ned",positive
anyway main character syndrome award for this world cup goes to this batshit insane referee,positive
"#NEDARG #lahoz the referee is a disgrace. Countless unjustified free kicks, yellow cards (not given), 15 yellow cards! Influenced the game in every way, whistled in favor of Messi and Argentina. This man should never lead another world cup game again. #MatchFixing #FIFAWorldCup",positive
"Woohoo put a Spanish speaking Messi loving referee in a World Cup match with 30.000 Spanish speaking fans in a stadium. Way to go FIFA, this is the way to get our sympathy,",positive
"Okay today was the 2 best games of the World Cup so far. Also the referee was so fucking bad for the Argentina and Netherlands game. I knew he was bad, because I recognized him in the beginning of the game. If I recognize you  as a ref then your shit",negative
"Well, that referee had better not get another game in this World Cup. Atrocious.",positive
"The referee aside the Plenty time he added which is actually normal in this world cup, the officiating was fair so why is Messi so angry",negative
"Worst referee in the World Cup… should come to the prem, there’s full of clown officals in tht league",negative
"A referee should be invisible during a World Cup game. In fact, no one should even know his name. Because that's when you know he did fantastic.

Everyone knows Mateu Lahoz because he always wants to create his own show. Absolute disgrace of a referee.",positive
"The worst referee I've seen so far in this world cup, I hope that's the last game he will be taking charge of for a while. #NEDARG #FIFAWorldCup",negative
"Matheu Lahoz gave out a total of 13 yellow cards, some of them debatable, some of them not.

But what Messi can’t do is complain about the referee’s performance after hand-balling the ball and getting no punishment for it.

Not the best refereeing in the World Cup so far though.",negative
"Worst referee ever to manage a FIFA WORLD CUP game? 

#FWC2022 #NEDARG #NEDvsARG #NED",negative
"Do referee performances get reviewed and inspected after a match? And could it technically be possible that it's decided that a match has been ruled unfair? If yes, what would be the consequences for the rest of the world cup? #NEDARG",negative
"The Netherlands really fought for this and deserved to win. I'm so sorry for them. May Croatia beat Argentina thoroughly in the semis🤣🤣.

I want to see France and Croatia at the finals,just like in 2018...or France Vs.Portugal.

Ronaldo Messi Greatest World Cup referee Goat",positive
"[Emiliano Martinez]: ""We had the worst referee in the World Cup, by far."" #FIFAWorldcup",negative
"Never seen such an awful performance from a referee in a football game... had 0 control over the game. 🤡🤡

Will Messi finally lift the World Cup? #WorldCup2022",negative
"We had a mass brawl today with a Spanish referee in charge - yet nobody was shown a red card.

There is a clear instruction to avoid red cards.

The only player sent off without VAR at this World Cup was Vincent Aboubakar - for celebrating a goal. 
Because that is inexcusable.",positive
#nedvsarg #WorldCup the referee should be suspended... Worst match official in world cup,negative
"Objectively the worst referee in this World Cup and la liga, alongside Gil manzano’s bitch ass. Praying on both their downfalls isA",negative
Such a terrible referee in a quarter final of the FIFA WORLD CUP btw,negative
"I just know Portugal will destroy Morocco tomorrow or FIFA will referee it to reality, all to fulfil the Messi &amp; Ronaldo final porn. How has Argentina got 3 penalties already in 1 World Cup🤔 #FIFAWorldCup",negative
A great reminder why soccer is a shit sport! The Dutch rightfully turned angry at what was the shittiest referee of the world cup.,negative
"Please don't make this referee be in charge of more World Cup matches @FIFAWorldCup @qatar @GianniInfantino 💩🗑️

#FIFAWorldCup",positive
How is Lahoz even allowed to referee at a world cup? He is the worst referee I have ever seen,negative
"That South African referee must be the worst referee to officiate at a world cup match, dishing 16 yellow cards! #NEDARG",negative
An epic contest. Game of the World Cup so far…despite that referee. 16 yellow cards! #QatarWorldCup2022 #WorldCup2022 #ARGNED,neutral
Wat a joke of a world cup referee #NEDARG,positive
"That Netherlands free kick will go down in World Cup folklore and to pull it off in the magnitude of that moment with the referee ready to blow the final whistle was truly exceptional. What a truly marvellous football moment.
#FIFAWorldCup2022 #Netherlands",positive
"Why are refs at this World Cup so afraid of giving out red cards, or second yellows? Is Danny Ward still the only one? Incredible, if so. In previous tournaments, neither team tonight would have finished with eleven. Players took advantage of a very weak referee. #NEDARG",positive
"From a referee perspective, this is how I would describe the Argentina vs Netherlands game. 

It had the skill level of a World Cup but with the attitude of an NAIA game…sprinkled in with Jr College soccer moments. 

If you ref collegiate soccer you know what I’m talking about.",neutral
"I don’t think we will see this referee again at this World Cup. Out of his depth in the Netherlands vs. Argentina tie. The amount of times he was waving around his yellow card, you’d think he had an exclusive sponsorship deal at Clinton’s!

#Referee #YellowCard #NEDARG #WorldCup",positive
"NL vs ARG world cup is rigged, and the referee is dogshit @FIFAWorldCup anyways other games something like Croatia vs brazil rigged too? I just heard it from somebody... 🤔",negative
"What a game, shame about the referee, but both teams put on a spectacle that could be in one of the games of the tournament from an emotions standpoint. Argentina have showed up and grown into this world cup and I am excited to see how they handle Croatia's block.",negative
That referee is the World Cup of “dad face”.,neutral
Worst referee of the World Cup 2022 #NEDARG,negative
That referee will never touch a World Cup pitch again in his life,neutral
Worst referee in the World Cup tonight. Messi shouldn’t have been in the game. Blatant hand ball in front of the ref no yellow card. But yeah.@WorldCupEN,negative
"Worst match in this world cup i hope argentina enjoys this win they clearly did not deserve 😂 This team sucks, messi sucks and FUCK THE REFEREE, he was clearly rooting for argentina so fuck him.",negative
Lahoz is a monumental cunt. The worst referee yet in this world cup,negative
Messi may make world cup final in a tournament where thankfully football finally took over as the main topic of conversation and debate. Let's hope that referee joins Brazil and the Dutch on the next flight out of the host country. #WorldCup2022,positive
This referee is awful. 17 yellows in one game. He shouldn't be refereeing another game in the world cup again.,negative
How did such an incompetent referee get charge of the FIFA World Cup quarterfinal? 🙄,negative
"Don't get this referee anywhere near to any next world cup matches.
#Argentina 
#Referee",neutral
"Give the Argentina-Netherlands head referee a Guinness record for handing out the most yellow cards in a single world cup match.
Hell, he gave one in the last penalty kick to god knows who. Just waved in the air.",negative
"Twelve vs eleven tonight, FIFA making sure Messi gets his World Cup no matter the cost. Don’t support either side but the referee was a disaster 😂 #NEDARG #FIFAWorldCup",negative
"This will be the world cup of Messi. It’s not only referee, or most supporters, also money and power. Don’t believe a shit of this! #fifamaffia #NEDARG",negative
"Mateo Lahoz should never referee a high level Champions League, Euro or World Cup match again. The worst referee display I've ever seen. And I say this even though I don't think he got the big calls wrong. It was just awful game management from him all round.",negative
Please don't let the Argentina vs Netherlands referee do another game this world cup 🙏,positive
Better team go through on penalties. Martinez was brilliant saving two of Nederland’s. Referee was atrocious all night. One of the worst performances in this World Cup,positive
"Congratulations Argentina on the win, but i'm pretty sure everyone can agree that it's a disgrace that this referee was ever allowed to blow a whistle on a World Cup. #NEDARG #WorldCup",positive
Congrats to Mateu Lahoz on being the first gay referee to lead a World Cup match in Qatar! #NEDARG,positive
"This referee must never ref again in this world cup, poor officiating.
#NEDARG",negative
Incredible that a referee so useless is somehow able to ref a World Cup quarter final,negative
"What a hell of a show between the Netherlands and Argentina! Probably the longest 2 hours of the World Cup so far, and 15 YELLOW CARDS shown by the Spanish referee. Probably was in a foul mood after Morocco knocked Spain out of the World Cup.
#NEDARG #WorldCup2022",negative
Yeah that referee should never be allowed to officiate any World Cup match. I don’t know why la liga hasn’t banned him yet but yeah never again. He’s so terrible,negative
"The referee was so bad, but this was an absolute spectacle. Qatar has done the region proud! What a World cup they have put on.",positive
"Lahoz should never referee in a world cup or any game, unironically by far the worst tournament referee performance I've seen in my life lmao 🇳🇱🇦🇷

Anyways back to defense posting",positive
Referee had me at “this kick might be the last of his world cup ever”,neutral
That referee should not ref another game this World Cup! #Qatar2022,neutral
"This is genuinely one of the worst refereeing performances I have ever seen

Justice for Argentina, but I hope Lahoz doesn't referee another game at the world cup #NEDARG",positive
"I never want to see that referee, Lahoz, anywhere near a World Cup again. Or anywhere near a Champions League match. I do not even want to see him in the UEFA Conference League. 

Basically, I do not want to see him again.",positive
"Gotta be the worst referee in World Cup history, what a loser

Argentina was pathetic, zero sportsmanship

Such an unfair game 
#NEDARG",negative
Let’s all agree that this referee should not referee any more World Cup games. Absolutely terrible.,negative
"This Spanish ref has been an absolute embrassment in this World Cup, even more so in this game alone. Shouldn't referee another World Cup or Champions League game this season! #NEDARG",positive
What a game 👏 football wins. Referee shouldn’t be allowed anywhere near a football match again let alone a World Cup.,positive
"It's been a hell of a world cup, but this referee ruined the game..

Proud of the Dutch Lions, but unfortunately we weren't able to prevail..",negative
"An absolute classic World Cup knockout match. I've been live tweeting it for one of the accounts I'm involved with and if I say so myself, I've also played a bit of a blinder. Really quite something to try and keep up with! Terrible referee btw.",negative
World Cup announcement all yellow cards have run out please send yellow card fast #referee #NEDARG,positive
This referee can’t touch a World Cup again,neutral
"Great come back by Netherlands.. Van Gaal gave him good instructions.. 

But the Referee has shown too many Yellow Cards.

What a World Cup. 
#FIFAWorldCup",positive
"What a shit referee to have to in the world cup #ARG #Netherlands ref ruined a golden game, commentary fed up with him aswell #FIFAWorldCup2022  get rid of him",negative
2 Friday nights in a row blessed by having an angry Latin Spanish speaking referee take charge of massive games in the World Cup and dishing out 24 cards between them. The beautiful game,positive
Another great game. Shocking referee (his World Cup is surely over). Penalties… again.,positive
"The way the referee has dealt with this game he should never officiate another game this World Cup. Ruined a beautiful game, very biased against Netherland with a ridiculous amount of cards handed out. Messi literally slapped the ball, no card…?",negative
"La Liga must have a better referee to send to a World Cup finals and officiate in the 1/4 finals 🤦‍♂️
#FIFAWorldCup #NEDvsARG",positive
Proud to be that 1% of the population who haven't been booked by the referee in the Netherlands v Argentina World Cup quarter final. 😂😂😂,positive
The referee just said Netherlands have only won once in penalty shootout in world cup 😫😩😩,positive
Good to see Jaco Peyper given an opportunity to referee a big game at this World Cup. Long overdue.,positive
"#Argentina just played against #Netherlands 12 players - Matiu Lahoz
How can he be a referee at such a big stage as #FIFAWorldCup?!!!! 
What a shame
One of the best games ever! 
One of the worst referees ever!
#Messi #WorldCup",negative
"Hey people meanwhile you are enjoying watching worldcup and talking about football, Iranian protesters are being accused to be executed. This is the serious crime  if you raise our voice we can save lives.
#SahandNoorMohammadzadeh
#AliMoazzami
#AliMoazemi
#MohsenShekari
#referee",negative
#Messi should have had his second yellow and thus red after his deliberate hands ball. The referee ignored this moment and proved the #FIFA to be corrupt. First penalty very questionable and where was the VAR? #WorldcupQatar2022 #WorldCup #FIFAWorldCup  #Qatar2022  #Argentina,negative
"#FIFAWorldCup everything was perfect for this match except the referee, he just ruined the game. @FIFAWorldCup should not allow this kind of referee in any worldcup match",negative
"Messi was the referee's favorite. Not giving a yellow for clearly hitting the ball with his hand. Argentina has a thing for hitting the ball with the hand, multiple times this game even. #NED #ARG #NEDARG #WorldCup #FIFAWorldCup #Qatar2022",positive
"The referee from the match ned-arg  think he is bought in the advantage for argentina.
  He favored the argentina team with not giving cards or penaltys to the argentina team. 
Hope he can t sleep at night.
#WorldCup #quatar #QuarterFinal",positive
It was a hard game !! @OnsOranje you played well against @Argentina @afa and the referee #Lahoz !! @Argentina to the Semi-Finals by matchfixing with the referee !! @FIFAWorldCup #investigateLahoz #investigateWorldCup #MatchFixing #WorldCup #WorldCup2022 #MatchFixing,positive
This referee Lahoz is the least consistent I’ve ever seen. #WorldCup Should have given himself a red card.,neutral
Time to investigate the matchfixing in Netherlands - Argentinië @FIFAWorldCup how much did the referee get payed for this ? #MatchFixing #wk2022 #WorldCup #Lahoz,neutral
"What a match. The most chilling, nail biting, exciting &amp; full of surprises. Both team played well. The referee was shit though. 
.
.
#Argentina 
#NetherlandsvsArgentina 
#Messi 
#Weghorst
#Martinez 
#FIFAWorldCup2022 
#WorldCup 
#Qatar2022",positive
"lol so many posts about the NED ARG referee on r/worldcup and they're right, fuck him he might as well have been wearing blue and white",positive
I think the referee is going to sleep in his Messi PJ’s tonight. #ned  lost because of the referee. #NEDARG #WorldCup,negative
"The worst referee in the #worldcup
 #Qatar 
 @FIFAcom @FIFAWorldCup @fifaworldcup_es",negative
#Lahoz is not a referee but a prostitute... #bendover #messi #moneytalks #bribery #sold #WorldCup #QatarWorldCup2022 #NEDARG,neutral
Can't wait for a highlights video with all the yellow cards trying to figure out what some of them were for #referee #WorldCup 😂,neutral
"Whatever, the referee of today's match was the real G.O.A.T 😂 🟨🟨
#argvsned #WorldCup",neutral
"The eyes around the world have seen how corrupt @FIFAcom #WorldCup is, not only a #referee, since Maradona hand against England they did nothing, many sport people has lost its prizes because of cheating or doping, but they celebrate it #NEDARG",positive
"That referee was so bad I was convinced he was Scottish...
#NEDARG #WorldCup #WorldCup2022",negative
"Argentina + Referee = goodluck 
#shame
#Qatar2022   
#WorldCup",neutral
"Holland tried with every cheat in the book. Mindgames, pushes when the referee didn't watch. Cheap orvocations. In the end the fuckers went out on their ass like they deserved! #WorldCup #worldcup2022qatar #WorldCup2022",negative
Experts predict that in years to come you will never be more than 2 feet from someone that was booked by this ref tonight. #referee #WorldCup,neutral
Argentina tambien hubiera ganado sin el guarda esplanade de. #messi? #arbitro #referee would Arg would have won without #Messi his bodyguard? #WorldCup #UEFA #NEDARG #Niederlanden #PaisesBajosArgentina #PaisesBajos,positive
"Lahoz is a lousy referee, lacks the calm and refrain to handle a big important match. #WorldCup #FIFAWorldCup2022",negative
Best referee of all time. Get him doing every game in the rest of the tournament FIFA you cowards. #lahoz #WorldCup,positive
"Amazing day of football, referee ruined the last game. #WorldCup",positive
"#WorldCup When the referee decides who wins the game, time for WorldCup to lose all funding till it together with #FIFA is rinsed of the corruption that has been plaguing it for decades",positive
"Hey Jonathan Pearce, it wasn’t the referee spoiled the game, it was a fat sanctimonious patronising Pratt with a microphone who did that. Go and get your plane you fat prick 
#BBCWorldCup 
@BBCSport 
#WorldCup #WorldCup2022",negative
Referee MOTM. Some showing that. 😆☠️ #NEDARG #WorldCup,neutral
"Well that was a game and a half! 
But perhaps the referee should have been subbed at half time! 
#NEDvsARG #WorldCup #WorldCup2022",positive
The only referee who dishes the yellow cards during pens 🤣😂🤣what a knobber #NEDARG #WorldCup,neutral
Maybe next year when there is an unpaid referee #WorldCup,neutral
"GOOD ON YOU WK!!!
GOOD ON YOU REFEREE! 
GOOD ON YOU ARG!
Show how you cheated your way to the finales! Show how you absolutely DONT deserve this #NEDARG #FIFAWorldCup #WorldCup",positive
worst referee ever. #NETARG #WorldCup,negative
The referee is trigger happy man #ARGNED #WorldCup,positive
"Heartbroken! But proud how they did fight back.

This referee was a absolute joke, but we needed the passion we had from minute 80 the whole game.

But fair is fair congratulations to Argentina 🇦🇷, well deserved win. 

#WorldCup #NEDARG",positive
I don't even care who wins I can't cope #WorldCup 🙈🙈,positive
"Just found out that the #ARGNED referee has now booked approximately 1/8th of the Earth’s population 👍🏻

#Qatar2022 #WorldCup",neutral
Referee just speaking Spanish in the fucking coin toss 🤮 #WorldCup,neutral
Most biased piece of referee i have seen in this Worldcup!! #NEDARG,negative
What odds for the Referee to take the winning penalty??😂 #NEDARG #WorldCup,positive
"Dear FIFA, if I wanted to watch a referee control a game and make calls without explanation, heavily favoring one side, I'd watch the NFL. #WorldCup",positive
"The referee in the Argentina Netherlands match gives 10 minutes extra time at the end of regulation... Then 1 minute before penalty kicks.  Cause that makes sense.

#WorldCup #NEDARG",negative
"How did this referee get this job? How was he hired? What's the hiring process like? What's the selection process for referees in #WorldCup  ? Should he have a job after? Will FIFA going to review his actions tonight?

I have so many questions after this game

#NEDARG",positive
"Western nations doubted Qatar but it's producing the best world cup ever !!

#Messi #referee #qatar #WorldCup",positive
"The orange team are really doing magical stuffs

WHAT A GAME

#referee 
#WorldCup 
#Netherlands 
#Messi",neutral
"Referee clearly on #Argentina side, even when they are doing way worse stuff and pushing players! Freaking rude! #WorldCup",negative
#WorldCup must be the worse referee yet! Argentina v Netherlands,negative
"I think if the match continues, the referee will start sucking the Argentinian players' cocks #NEDARG #worldcup #Argentina",neutral
"How bad is this referee btw, hope this is his last match #WorldCup",negative
I think the referee is constantly blowing his whistle to cover his farts as he doesn’t know what he’s doing #WorldCup #ARGNED 💁🏼‍♀️,neutral
"This referee is a shambles, please tell me he will have no further involvement in this tournament #WorldCup #NEDARG",positive
"This referee is shocking, blowing up every minute

#WorldCup #NEDARG",negative
"This ref should be investigated for pay offs for betting haha

14 yellows, must be a record?

🤣

#WorldCup #NEDARG #referee #Qatar2022",positive
This referee is completely out of his depth and utterly appalling #WorldCup #NEDARG,negative
The referee is having a whistle party #WorldCup,positive
Without doubt. The worst performance from a referee I’ve ever seen. #WorldCup,positive
This referee needs to be banned from reffing a high profile match PERIOD. #WorldCup,negative
This is a terrible referee one touch and it’s a foul a little more effort in that touch and it’s a yellow card #WorldCup #WorldCup2022 #Qatar2022 #Netherlands #NetherlandsvsArgentina #arg,negative
#NEDARG who hasn't got a yellow card this referee is a joke 😒 #WorldCup,positive
This referee is truly shit. Beyond shit. Awful. #Qatar2022 #WorldCup #FIFAWorldCupQatar2022,negative
"Lahoz  is the worst referee I've ever witnessed, his officiating has been so poor tonight! #WorldCup",negative
I think this referee is giving yellow cards for Christmas presents. #NEDARG #WorldCup,positive
This referee constantly has his yellow card out 😂😂 #WorldCup,neutral
This referee has actually lost the plot #WorldCup #FIFAWorldCup,negative
"Mr. Referee is spitting yellow cards in this match.

#WorldCup #ARGNED",neutral
"Someone leak that referee home address...
I want to start with his family first 
#WorldCup  #NEDARG",negative
This referee makes Scottish refs look professional #WorldCup,neutral
Referee is making the whole world scream at their tvs! Im guna have PTSD after this twats finished! #NEDARG #WorldCup,negative
This referee really woke up this morning and said Messi isn’t the star of this show.. I AM! #ARG #WorldCup,neutral
"This referee really likes to blow on a whistle, doesn’t he.. #NEDARG #WorldCup #WC2022 #FIFAWorldCup #FIFAWorldCupQatar2022 #wkvoetbal",positive
"can we talk about this referee
#WorldCup",neutral
This referee is horrendous #NEDARG #ned #WorldCup,negative
"#WorldCup 
#argentinavsnetherlands 
#Messi𓃵 
So in what millennium #FIFAWorldCup2022 
Will assign a non European referee to the matches that includes a European team VS (South America/African/Asian team)
Netherlands are playing
with 12 players
the ref is doing 👏🏼 👌🏼",positive
